Mod:Item:MetaData, Localized Name
enderio:item_alloy_endergy_ball:1, Crystalline Alloy Grinding Ball
enderio:item_alloy_endergy_ball:2, Melodic Alloy Grinding Ball
enderio:item_alloy_endergy_ball:3, Stellar Alloy Grinding Ball
enderio:item_alloy_endergy_ball:4, Crystalline Pink Slime Grinding Ball
enderio:item_alloy_endergy_ball:5, Energetic Silver Grinding Ball
enderio:item_alloy_endergy_ball:6, Vivid Alloy Grinding Ball
enderio:item_item_conduit:0, Предметная труба
enderio:item_liquid_conduit:0, Жидкостная труба
enderio:item_liquid_conduit:1, Жидкостная труба высокого давления
enderio:item_liquid_conduit:2, Жидкостная труба Края
enderio:item_power_conduit:0, Энергетическая труба
enderio:item_power_conduit:1, Улучшенная энергетическая труба
enderio:item_power_conduit:2, Энергетическая труба Края
enderio:item_redstone_conduit:0, Красная труба
enderio:item_extract_speed_upgrade:0, Улучшение скорости извлечения
enderio:item_extract_speed_downgrade:0, Понижение скорости извлечения
enderio:item_me_conduit:0, ME труба
enderio:item_me_conduit:1, Плотная ME труба
enderio:block_inventory_panel, Inventory Panel
enderio:block_inventory_panel_sensor, Inventory Sensor
enderio:block_inventory_chest_tiny, Tiny Inventory System Storage
enderio:block_inventory_chest_small, Small Inventory System Storage
enderio:block_inventory_chest_medium, Medium Inventory System Storage
enderio:block_inventory_chest_big, Big Inventory System Storage
enderio:block_inventory_chest_large, Large Inventory System Storage
enderio:block_inventory_chest_huge, Huge Inventory System Storage
enderio:block_inventory_chest_enormous, Enormous Inventory System Storage
enderio:block_inventory_chest_warehouse, Inventory System Storage Warehouse
enderio:block_inventory_chest_warehouse13, Inventory System Storage Extended Warehouse
enderio:item_inventory_remote:0, Inventory Panel Remote
enderio:item_inventory_remote:0, Inventory Panel Remote
enderio:item_inventory_remote:1, Advanced Inventory Panel Remote
enderio:item_inventory_remote:1, Advanced Inventory Panel Remote
enderio:item_inventory_remote:2, Ender Inventory Panel Remote
enderio:item_inventory_remote:2, Ender Inventory Panel Remote
enderio:item_data_conduit:0, Data Conduit
enderio:block_simple_furnace, Простая электропечь
enderio:block_simple_alloy_smelter, Простой завод сплавов
enderio:block_alloy_smelter, Завод сплавов
enderio:block_enhanced_alloy_smelter, Улучшенный завод сплавов
enderio:block_buffer:0, Предметный буфер
enderio:block_buffer:1, Энергобуфер
enderio:block_buffer:2, Универсальный буфер
enderio:block_buffer:3, Творческий буфер
enderio:block_enchanter, Зачарователь
enderio:block_farm_station, Фермерская станция
enderio:block_combustion_generator, Генератор внутреннего сгорания
enderio:block_enhanced_combustion_generator, Улучшенный генератор внутреннего сгорания
enderio:block_simple_stirling_generator, Простой генератор Стирлинга
enderio:block_stirling_generator, Генератор Стирлинга
enderio:block_zombie_generator, Зомби генератор
enderio:block_franken_zombie_generator, Франк-Зомби генератор
enderio:block_ender_generator, Генератор Края
enderio:block_lava_generator, Lava Heat Exchanger
enderio:block_killer_joe, Киллер Джо
enderio:block_electric_light:0, Электрический светильник
enderio:block_electric_light:1, Электрический светильник (перевернутый)
enderio:block_electric_light:2, Светильник
enderio:block_electric_light:3, Светильник (перевернутый)
enderio:block_electric_light:4, Беспроводной электрический светильник
enderio:block_electric_light:5, Беспроводной электрический светильник (перевернутый)
enderio:block_attractor_obelisk, Притягивающий обелиск
enderio:block_aversion_obelisk, Обелиск отвращения
enderio:block_inhibitor_obelisk, Обелиск замедлителя
enderio:block_relocator_obelisk, Обелиск перемещения
enderio:block_weather_obelisk, Погодный обелиск
enderio:block_experience_obelisk, Обелиск опыта
enderio:block_painter, Покрасочный механизм
enderio:block_reservoir, Краерезервуар
enderio:block_omni_reservoir, Всерезервуар
enderio:block_simple_sag_mill, Простой дробитель
enderio:block_sag_mill, Дробитель
enderio:block_enhanced_sag_mill, Улучшенный дробитель
enderio:block_slice_and_splice, "Отрубатель и сращиватель"
enderio:block_solar_panel:0, Простая фотовольтовая ячейка
enderio:block_solar_panel:1, Фотовольтовая ячейка
enderio:block_solar_panel:2, Продвинутая фотовольтовая ячейка
enderio:block_solar_panel:3, Вибрирующая фотовольтовая ячейка
enderio:block_soul_binder, Связыватель душ
enderio:block_powered_spawner, Электрический спаунер
enderio:block_vat, Чан
enderio:block_enhanced_vat, Улучшенный чан
enderio:block_simple_wired_charger, Простое проводное зарядное устройство
enderio:block_wired_charger, Проводной зарядник
enderio:block_enhanced_wired_charger, Улучшенный проводной зарядник
enderio:block_wireless_charger, Беспроводной зарядник
enderio:block_normal_wireless_charger, Беспроводная зарядная антенна
enderio:block_enhanced_wireless_charger, Улучшенная беспроводная зарядная антенна
enderio:block_wireless_charger_extension, Расширение антенны беспроводной зарядки
enderio:block_tank:0, Жидкостный резервуар
enderio:block_tank:1, Жидкостный резервуар под давлением
enderio:block_transceiver, Пространственный приёмопередатчик
enderio:block_vacuum_chest, Вакуумный сундук
enderio:block_xp_vacuum, Вакуумный опыт
enderio:block_niard, The Niard
enderio:block_travel_anchor, Якорь путешествия
enderio:block_tele_pad, Блок телепорта
enderio:block_dialing_device, Устройство вызова
enderio:block_impulse_hopper, Импульсная воронка
enderio:block_simple_crafter, Простой создатель
enderio:block_crafter, Создатель
enderio:block_creative_spawner, Creative Spawner
enderio:block_cap_bank:0, Творческий блок конденсаторов
enderio:block_cap_bank:1, Основной блок конденсаторов
enderio:block_cap_bank:1, Основной блок конденсаторов
enderio:block_cap_bank:2, Блок конденсаторов
enderio:block_cap_bank:2, Блок конденсаторов
enderio:block_cap_bank:3, Вибрирующий блок конденсаторов
enderio:block_cap_bank:3, Вибрирующий блок конденсаторов
enderio:block_gauge, Датчик энергии
enderio:block_power_monitor, Индикатор мощности
enderio:block_advanced_power_monitor, Графический индикатор мощности
ae2wtlib:infinity_booster_card, Infinity Booster Card
ae2wtlib:wut, Wireless Ultimate Terminal
ae2wtlib:wut_creative, Creative Wireless Ultimate Terminal
botania:flower:0, Мистический белый цветок
botania:flower:1, Мистический оранжевый цветок
botania:flower:2, Мистический пурпурный цветок
botania:flower:3, Мистический голубой цветок
botania:flower:4, Мистический жёлтый цветок
botania:flower:5, Мистический лаймовый цветок
botania:flower:6, Мистический розовый цветок
botania:flower:7, Мистический серый цветок
botania:flower:8, Мистический светло-серый цветок
botania:flower:9, Мистический бирюзовый цветок
botania:flower:10, Мистический фиолетовый цветок
botania:flower:11, Мистический синий цветок
botania:flower:12, Мистический коричневый цветок
botania:flower:13, Мистический зелёный цветок
botania:flower:14, Мистический красный цветок
botania:flower:15, Мистический чёрный цветок
botania:altar:0, Лепестковый аптекарь
botania:altar:1, Лесной лепестковый аптекарь
botania:altar:2, Луговой лепестковый аптекарь
botania:altar:3, Горный лепестковый аптекарь
botania:altar:4, Грибной лепестковый аптекарь
botania:altar:5, Болотный лепестковый аптекарь
botania:altar:6, Пустынный лепестковый аптекарь
botania:altar:7, Таёжный лепестковый аптекарь
botania:altar:8, Холмистый лепестковый аптекарь
botania:livingrock:0, Жизнекамень
botania:livingrock:1, Кирпич из жизнекамня
botania:livingrock:2, Замшелый кирпич из жизнекамня
botania:livingrock:3, Потрескавшийся кирпич из жизнекамня
botania:livingrock:4, Резной кирпич из жизнекамня
botania:livingwood:0, Жизнедерево
botania:livingwood:1, Доски из жизнедерева
botania:livingwood:2, Замшелые доски из жизнедерева
botania:livingwood:3, Резное жизнедерево
botania:livingwood:4, Резное жизнедерево
botania:livingwood:5, Светящееся жизнедерево
botania:specialflower:0, Чистая маргаритка
botania:specialflower:0, Звезда маны
botania:specialflower:0, Пламя Края
botania:specialflower:0, Водогортензия
botania:specialflower:0, Теплолилия
botania:specialflower:0, Тайная роза
botania:specialflower:0, Жевательная роса
botania:specialflower:0, Энтропиннум
botania:specialflower:0, Кикиморус
botania:specialflower:0, Гурмарилис
botania:specialflower:0, Слизевик
botania:specialflower:0, Cпектролис
botania:specialflower:0, Рафловзия
botania:specialflower:0, Shulk Me Not
botania:specialflower:0, Жизнеодуванчик
botania:specialflower:0, Измученный амарант
botania:specialflower:0, Звоношип
botania:specialflower:0, Маленький Звоношип
botania:specialflower:0, Страшношип
botania:specialflower:0, Мечта Хэйсэй
botania:specialflower:0, Тигроглаз
botania:specialflower:0, Мариморфозис
botania:specialflower:0, Маленький Мариморфозис
botania:specialflower:0, Рудноцвет
botania:specialflower:0, Огненный рудноцвет
botania:specialflower:0, Павший Канадэ
botania:specialflower:0, Экзопламя
botania:specialflower:0, Агрогвоздика
botania:specialflower:0, Маленькая Агрогвоздика
botania:specialflower:0, Вороток
botania:specialflower:0, Маленький Вороток
botania:specialflower:0, Раннункарпус
botania:specialflower:0, Маленький Раннункарпус
botania:specialflower:0, Путоягода
botania:specialflower:0, Джиулия
botania:specialflower:0, Гаяцидус
botania:specialflower:0, Медумон
botania:specialflower:0, Поллидизиак
botania:specialflower:0, Глинарцисс
botania:specialflower:0, Clayconia Petite
botania:specialflower:0, Лутюльпан
botania:specialflower:0, Тупомельник
botania:specialflower:0, Винолотос
botania:specialflower:0, Спектрантимум
botania:specialflower:0, Бубл
botania:specialflower:0, Маленький Бубл
botania:specialflower:0, Солегнолия
botania:specialflower:0, Маленькая Солегнолия
botania:specialflower:0, Bergamute
botania:spreader:0, Распространитель маны
botania:spreader:1, Красный распространитель маны
botania:spreader:2, Эльфийский распространитель маны
botania:spreader:3, Распространитель маны Гайи
botania:pool:0, Mana Pool
botania:pool:2, Бассейн разбавленной маны
botania:pool:3, Сказочный бассейн маны
botania:pool:1, Вечно наполненный бассейн
botania:runealtar, tile.runeAltar.name
botania:pylon:0, Пилон маны
botania:pylon:1, Природный пилон
botania:pylon:2, Гайа пилон
botania:pistonrelay, tile.pistonRelay.name
botania:distributor, tile.distributor.name
botania:manavoid, tile.manaVoid.name
botania:manadetector, tile.manaDetector.name
botania:enchanter, tile.enchanter.name
botania:turntable, tile.turntable.name
botania:tinyplanetblock, tile.tinyPlanetBlock.name
botania:alchemycatalyst, tile.alchemyCatalyst.name
botania:opencrate:0, Открытый ящик
botania:opencrate:1, Сборочный ящик
botania:foresteye, tile.forestEye.name
botania:storage:0, Блок манастали
botania:storage:1, Блок террастали
botania:storage:2, Блок элементия
botania:storage:3, Блок маналмазов
botania:storage:4, Блок камня дракона
botania:forestdrum:0, Барабан дикой природы
botania:forestdrum:1, Барабан сбора
botania:forestdrum:2, Барабан уничтожения листвы
botania:shinyflower:0, Светящийся белый цветок
botania:shinyflower:1, Светящийся оранжевый цветок
botania:shinyflower:2, Светящийся пурпурный цветок
botania:shinyflower:3, Светящийся голубой цветок
botania:shinyflower:4, Светящийся жёлтый цветок
botania:shinyflower:5, Светящийся лаймовый цветок
botania:shinyflower:6, Светящийся розовый цветок
botania:shinyflower:7, Светящийся серый цветок
botania:shinyflower:8, Светящийся светло-серый цветок
botania:shinyflower:9, Светящийся бирюзовый цветок
botania:shinyflower:10, Светящийся фиолетовый цветок
botania:shinyflower:11, Светящийся синий цветок
botania:shinyflower:12, Светящийся коричневый цветок
botania:shinyflower:13, Светящийся зелёный цветок
botania:shinyflower:14, Светящийся красный цветок
botania:shinyflower:15, Светящийся чёрный цветок
botania:platform:0, Заумная платформа
botania:platform:1, Спектральная платформа
botania:platform:2, Нерушимая платформа
botania:alfheimportal, tile.alfheimPortal.name
botania:dreamwood:0, Древесина мечтаний
botania:dreamwood:1, Доски из древесины мечтаний
botania:dreamwood:2, Замшелые доски из древесины мечтаний
botania:dreamwood:3, Обрамленная древесина мечтаний
botania:dreamwood:4, Резная древесина мечтаний
botania:dreamwood:5, Светящаяся древесина мечтаний
botania:conjurationcatalyst, tile.conjurationCatalyst.name
botania:bifrost, tile.bifrost.name
botania:miniisland:0, Парящий белый цветок
botania:miniisland:1, Парящий оранжевый цветок
botania:miniisland:2, Парящий пурпурный цветок
botania:miniisland:3, Парящий голубой цветок
botania:miniisland:4, Парящий жёлтый цветок
botania:miniisland:5, Парящий лаймовый цветок
botania:miniisland:6, Парящий розовый цветок
botania:miniisland:7, Парящий серый цветок
botania:miniisland:8, Парящий светло-серый цветок
botania:miniisland:9, Парящий бирюзовый цветок
botania:miniisland:10, Парящий фиолетовый цветок
botania:miniisland:11, Парящий синий цветок
botania:miniisland:12, Парящий коричневый цветок
botania:miniisland:13, Парящий зелёный цветок
botania:miniisland:14, Парящий красный цветок
botania:miniisland:15, Парящий чёрный цветок
botania:tinypotato, tile.tinyPotato.name
botania:spawnerclaw, tile.spawnerClaw.name
botania:custombrick:0, Азулежу
botania:custombrick:1, Азулежу
botania:custombrick:2, Азулежу
botania:custombrick:3, Азулежу
botania:custombrick:4, Азулежу
botania:custombrick:5, Азулежу
botania:custombrick:6, Азулежу
botania:custombrick:7, Азулежу
botania:custombrick:8, Азулежу
botania:custombrick:9, Азулежу
botania:custombrick:10, Азулежу
botania:custombrick:11, Азулежу
botania:custombrick:12, Азулежу
botania:custombrick:13, Азулежу
botania:custombrick:14, Азулежу
botania:custombrick:15, Азулежу
botania:endereyeblock, tile.enderEyeBlock.name
botania:starfield, tile.starfield.name
botania:rfgenerator, tile.rfGenerator.name
botania:elfglass, tile.elfGlass.name
botania:brewery, tile.brewery.name
botania:managlass, tile.manaGlass.name
botania:terraplate, tile.terraPlate.name
botania:redstringcontainer, tile.redStringContainer.name
botania:redstringdispenser, tile.redStringDispenser.name
botania:redstringfertilizer, tile.redStringFertilizer.name
botania:redstringcomparator, tile.redStringComparator.name
botania:redstringrelay, tile.redStringRelay.name
botania:floatingspecialflower:0, Парящий(ая) Чистая маргаритка
botania:floatingspecialflower:0, Парящий(ая) Звезда маны
botania:floatingspecialflower:0, Парящий(ая) Пламя Края
botania:floatingspecialflower:0, Парящий(ая) Водогортензия
botania:floatingspecialflower:0, Парящий(ая) Теплолилия
botania:floatingspecialflower:0, Парящий(ая) Тайная роза
botania:floatingspecialflower:0, Парящий(ая) Жевательная роса
botania:floatingspecialflower:0, Парящий(ая) Энтропиннум
botania:floatingspecialflower:0, Парящий(ая) Кикиморус
botania:floatingspecialflower:0, Парящий(ая) Гурмарилис
botania:floatingspecialflower:0, Парящий(ая) Слизевик
botania:floatingspecialflower:0, Парящий(ая) Cпектролис
botania:floatingspecialflower:0, Парящий(ая) Рафловзия
botania:floatingspecialflower:0, Парящий(ая) Shulk Me Not
botania:floatingspecialflower:0, Парящий(ая) Жизнеодуванчик
botania:floatingspecialflower:0, Парящий(ая) Измученный амарант
botania:floatingspecialflower:0, Парящий(ая) Звоношип
botania:floatingspecialflower:0, Парящий(ая) Маленький Звоношип
botania:floatingspecialflower:0, Парящий(ая) Страшношип
botania:floatingspecialflower:0, Парящий(ая) Мечта Хэйсэй
botania:floatingspecialflower:0, Парящий(ая) Тигроглаз
botania:floatingspecialflower:0, Парящий(ая) Мариморфозис
botania:floatingspecialflower:0, Парящий(ая) Маленький Мариморфозис
botania:floatingspecialflower:0, Парящий(ая) Рудноцвет
botania:floatingspecialflower:0, Парящий(ая) Огненный рудноцвет
botania:floatingspecialflower:0, Парящий(ая) Павший Канадэ
botania:floatingspecialflower:0, Парящий(ая) Экзопламя
botania:floatingspecialflower:0, Парящий(ая) Агрогвоздика
botania:floatingspecialflower:0, Парящий(ая) Маленькая Агрогвоздика
botania:floatingspecialflower:0, Парящий(ая) Вороток
botania:floatingspecialflower:0, Парящий(ая) Маленький Вороток
botania:floatingspecialflower:0, Парящий(ая) Раннункарпус
botania:floatingspecialflower:0, Парящий(ая) Маленький Раннункарпус
botania:floatingspecialflower:0, Парящий(ая) Путоягода
botania:floatingspecialflower:0, Парящий(ая) Джиулия
botania:floatingspecialflower:0, Парящий(ая) Гаяцидус
botania:floatingspecialflower:0, Парящий(ая) Медумон
botania:floatingspecialflower:0, Парящий(ая) Поллидизиак
botania:floatingspecialflower:0, Парящий(ая) Глинарцисс
botania:floatingspecialflower:0, Парящий(ая) Clayconia Petite
botania:floatingspecialflower:0, Парящий(ая) Лутюльпан
botania:floatingspecialflower:0, Парящий(ая) Тупомельник
botania:floatingspecialflower:0, Парящий(ая) Винолотос
botania:floatingspecialflower:0, Парящий(ая) Спектрантимум
botania:floatingspecialflower:0, Парящий(ая) Бубл
botania:floatingspecialflower:0, Парящий(ая) Маленький Бубл
botania:floatingspecialflower:0, Парящий(ая) Солегнолия
botania:floatingspecialflower:0, Парящий(ая) Маленькая Солегнолия
botania:floatingspecialflower:0, Парящий(ая) Bergamute
botania:prism, tile.prism.name
botania:enchantedsoil, tile.enchantedSoil.name
botania:petalblock:0, Белый лепестковый блок
botania:petalblock:1, Оранжевый лепестковый блок
botania:petalblock:2, Пурпурный лепестковый блок
botania:petalblock:3, Голубой лепестковый блок
botania:petalblock:4, Жёлтый лепестковый блок
botania:petalblock:5, Зелёный лепестковый блок
botania:petalblock:6, Розовый лепестковый блок
botania:petalblock:7, Серый лепестковый блок
botania:petalblock:8, Светло-серый лепестковый блок
botania:petalblock:9, Бирюзовый лепестковый блок
botania:petalblock:10, Фиолетовый лепестковый блок
botania:petalblock:11, Голубой лепестковый блок
botania:petalblock:12, Коричневый лепестковый блок
botania:petalblock:13, Зелёный лепестковый блок
botania:petalblock:14, Красный лепестковый блок
botania:petalblock:15, Чёрный лепестковый блок
botania:corporeaindex, tile.corporeaIndex.name
botania:corporeafunnel, tile.corporeaFunnel.name
botania:mushroom:0, Белый мерцающий гриб
botania:mushroom:1, Оранжевый мерцающий гриб
botania:mushroom:2, Пурпурный мерцающий гриб
botania:mushroom:3, Голубой мерцающий гриб
botania:mushroom:4, Жёлтый мерцающий гриб
botania:mushroom:5, Зелёный мерцающий гриб
botania:mushroom:6, Розовый мерцающий гриб
botania:mushroom:7, Серый мерцающий гриб
botania:mushroom:8, Светло-серый мерцающий гриб
botania:mushroom:9, Бирюзовый мерцающий гриб
botania:mushroom:10, Фиолетовый мерцающий гриб
botania:mushroom:11, Синий мерцающий гриб
botania:mushroom:12, Коричневый мерцающий гриб
botania:mushroom:13, Зелёный мерцающий гриб
botania:mushroom:14, Красный мерцающий гриб
botania:mushroom:15, Чёрный мерцающий гриб
botania:pump, tile.pump.name
botania:doubleflower1:0, Высокий мистический белый цветок
botania:doubleflower1:1, Высокий мистический оранжевый цветок
botania:doubleflower1:2, Высокий мистический пурпурный цветок
botania:doubleflower1:3, Высокий мистический голубой цветок
botania:doubleflower1:4, Высокий мистический жёлтый цветок
botania:doubleflower1:5, Высокий мистический лаймовый цветок
botania:doubleflower1:6, Высокий мистический розовый цветок
botania:doubleflower1:7, Высокий мистический серый цветок
botania:doubleflower2:0, Высокий мистический светло-серый цветок
botania:doubleflower2:1, Высокий мистический бирюзовый цветок
botania:doubleflower2:2, Высокий мистический фиолетовый цветок
botania:doubleflower2:3, Высокий мистический синий цветок
botania:doubleflower2:4, Высокий мистический коричневый цветок
botania:doubleflower2:5, Высокий мистический зелёный цветок
botania:doubleflower2:6, Высокий мистический красный цветок
botania:doubleflower2:7, Высокий мистический чёрный цветок
botania:blazeblock, tile.blazeBlock.name
botania:corporeainterceptor, tile.corporeaInterceptor.name
botania:corporeacrystalcube, tile.corporeaCrystalCube.name
botania:incenseplate, tile.incensePlate.name
botania:hourglass, tile.hourglass.name
botania:ghostrail, tile.ghostRail.name
botania:sparkchanger, tile.sparkChanger.name
botania:root, tile.root.name
botania:felpumpkin, tile.felPumpkin.name
botania:cocoon, tile.cocoon.name
botania:lightrelay:0, Светлячок
botania:lightrelay:1, Светодетектор
botania:lightrelay:2, Fork Luminizer
botania:lightrelay:3, Toggle Luminizer
botania:lightlauncher, tile.lightLauncher.name
botania:manabomb, tile.manaBomb.name
botania:cacophoniumblock, tile.cacophoniumBlock.name
botania:bellows, tile.bellows.name
botania:bifrostperm, tile.bifrostPerm.name
botania:cellblock, tile.cellBlock.name
botania:redstringinterceptor, tile.redStringInterceptor.name
botania:corporearetainer, tile.corporeaRetainer.name
botania:teruterubozu, tile.teruTeruBozu.name
botania:shimmerrock, tile.shimmerrock.name
botania:shimmerwoodplanks, tile.shimmerwoodPlanks.name
botania:avatar, tile.avatar.name
botania:altgrass:0, Сухая трава
botania:altgrass:1, Золотая трава
botania:altgrass:2, Яркая трава
botania:altgrass:3, Выжженная трава
botania:altgrass:4, Заряженный трава
botania:altgrass:5, Мутировавшая Трава
botania:animatedtorch, tile.animatedTorch.name
botania:lexicon, item.lexicon.name
botania:petal:0, Мистический белый лепесток
botania:petal:1, Мистический оранжевый лепесток
botania:petal:2, Мистический пурпурный лепесток
botania:petal:3, Мистический голубой лепесток
botania:petal:4, Мистический жёлтый лепесток
botania:petal:5, Мистический лаймовый лепесток
botania:petal:6, Мистический розовый лепесток
botania:petal:7, Мистический серый лепесток
botania:petal:8, Мистический светло-серый лепесток
botania:petal:9, Мистический бирюзовый лепесток
botania:petal:10, Мистический фиолетовый лепесток
botania:petal:11, Мистический синий лепесток
botania:petal:12, Мистический коричневый лепесток
botania:petal:13, Мистический зелёный лепесток
botania:petal:14, Мистический красный лепесток
botania:petal:15, Мистический чёрный лепесток
botania:dye:0, Белый цветочный порошок
botania:dye:1, Оранжевый цветочный порошок
botania:dye:2, Пурпурный цветочный порошок
botania:dye:3, Голубый цветочный порошок
botania:dye:4, Жёлтый цветочный порошок
botania:dye:5, Лаймовый цветочный порошок
botania:dye:6, Розовый цветочный порошок
botania:dye:7, Серый цветочный порошок
botania:dye:8, Светло-серый цветочный порошок
botania:dye:9, Бирюзовый цветочный порошок
botania:dye:10, Фиолетовый цветочный порошок
botania:dye:11, Синий цветочный порошок
botania:dye:12, Коричневый цветочный порошок
botania:dye:13, Зелёный цветочный порошок
botania:dye:14, Красный цветочный порошок
botania:dye:15, Чёрный цветочный порошок
botania:pestleandmortar, item.pestleAndMortar.name
botania:twigwand:0, Посох леса
botania:twigwand:0, Посох леса
botania:twigwand:0, Посох леса
botania:twigwand:0, Посох леса
botania:twigwand:0, Посох леса
botania:twigwand:0, Посох леса
botania:twigwand:0, Посох леса
botania:twigwand:0, Посох леса
botania:twigwand:0, Посох леса
botania:twigwand:0, Посох леса
botania:twigwand:0, Посох леса
botania:twigwand:0, Посох леса
botania:twigwand:0, Посох леса
botania:twigwand:0, Посох леса
botania:twigwand:0, Посох леса
botania:twigwand:0, Посох леса
botania:manaresource:0, Слиток манастали
botania:manaresource:1, Жемчуг маны
botania:manaresource:2, Маналмаз
botania:manaresource:3, Ветка жизнедерева
botania:manaresource:4, Слиток террастали
botania:manaresource:5, Дух Гайи
botania:manaresource:6, Корень Редстоуна
botania:manaresource:7, Слиток элементия
botania:manaresource:8, Пыльца феи
botania:manaresource:9, Камень дракона
botania:manaresource:11, Заполнитель сборщика
botania:manaresource:12, Красная нить
botania:manaresource:13, Ветка из древесины мечтаний
botania:manaresource:14, Слиток духа Гайи
botania:manaresource:15, Пузырёк с воздухом Эндера
botania:manaresource:16, Мананить
botania:manaresource:17, Manasteel Nugget
botania:manaresource:18, Terrasteel Nugget
botania:manaresource:19, Elementium Nugget
botania:manaresource:22, Манаткань
botania:manaresource:23, Мана порошок
botania:lens:0, Линза маны
botania:lens:1, Линза маны: Скорость
botania:lens:2, Линза маны: Потенциал
botania:lens:3, Линза маны: Сопротивление
botania:lens:4, Линза маны: Эффективность
botania:lens:5, Линза маны: Отскок
botania:lens:6, Линза маны: Гравитация
botania:lens:7, Линза маны: Бурение
botania:lens:8, Линза маны: Повреждение
botania:lens:9, Линза маны: Призрачность
botania:lens:10, Линза маны: Магнетизм
botania:lens:11, Линза маны: Энтропия
botania:lens:12, Линза маны: Воздействие
botania:lens:13, Линза маны: Масса
botania:lens:14, Линза маны: Отражатель краски
botania:lens:15, Линза маны: Поджог
botania:lens:16, Линза маны: Сила
botania:lens:17, Линза маны: Вспышка
botania:lens:18, Линза маны: Искажение
botania:lens:19, Линза маны: Перенаправление
botania:lens:20, Линза маны: Торжество
botania:lens:21, Линза маны: Всплеск
botania:lens:22, Линза маны: Messenger
botania:lens:23, Линза маны: Tripwire
botania:rune:0, Руна воды
botania:rune:1, Руна огня
botania:rune:2, Руна земли
botania:rune:3, Руна воздуха
botania:rune:4, Руна весны
botania:rune:5, Руна лета
botania:rune:6, Руна осени
botania:rune:7, Руна зимы
botania:rune:8, Руна маны
botania:rune:9, Руна похоти
botania:rune:10, Руна обжорства
botania:rune:11, Руна жадности
botania:rune:12, Руна лени
botania:rune:13, Руна гнева
botania:rune:14, Руна зависти
botania:rune:15, Руна гордости
botania:manatablet, item.manaTablet.name
botania:managun, item.manaGun.name
botania:manacookie, item.manaCookie.name
botania:fertilizer, item.fertilizer.name
botania:grassseeds:0, Луговое семя
botania:grassseeds:1, Таёжное семя
botania:grassseeds:2, Грибное семя
botania:grassseeds:3, Сухое семя
botania:grassseeds:4, Золотое семя
botania:grassseeds:5, Яркое семя
botania:grassseeds:6, Выжженное семя
botania:grassseeds:7, Заряженное семя
botania:grassseeds:8, Мутировавшее семя
botania:dirtrod, item.dirtRod.name
botania:terraformrod, item.terraformRod.name
botania:grasshorn:0, Рог дикой природы
botania:grasshorn:1, Рог укрытия
botania:grasshorn:2, Рог уничтожения листвы
botania:manamirror, item.manaMirror.name
botania:manasteelhelm, item.manasteelHelm.name
botania:manasteelhelmreveal, item.manasteelHelmReveal.name
botania:manasteelchest, item.manasteelChest.name
botania:manasteellegs, item.manasteelLegs.name
botania:manasteelboots, item.manasteelBoots.name
botania:manasteelpick, item.manasteelPick.name
botania:manasteelshovel, item.manasteelShovel.name
botania:manasteelaxe, item.manasteelAxe.name
botania:manasteelsword, item.manasteelSword.name
botania:manasteelshears, item.manasteelShears.name
botania:terrasteelhelm, item.terrasteelHelm.name
botania:terrasteelhelmreveal, item.terrasteelHelmReveal.name
botania:terrasteelchest, item.terrasteelChest.name
botania:terrasteellegs, item.terrasteelLegs.name
botania:terrasteelboots, item.terrasteelBoots.name
botania:terrasword, item.terraSword.name
botania:tinyplanet, item.tinyPlanet.name
botania:manaring, item.manaRing.name
botania:auraring, item.auraRing.name
botania:manaringgreater, item.manaRingGreater.name
botania:auraringgreater, item.auraRingGreater.name
botania:travelbelt, item.travelBelt.name
botania:knockbackbelt, item.knockbackBelt.name
botania:icependant, item.icePendant.name
botania:lavapendant, item.lavaPendant.name
botania:magnetring, item.magnetRing.name
botania:waterring, item.waterRing.name
botania:miningring, item.miningRing.name
botania:terrapick, item.terraPick.name
botania:divacharm, item.divaCharm.name
botania:flighttiara:0, Крылатая тиара
botania:flighttiara:1, Крылатая тиара
botania:flighttiara:2, Крылатая тиара
botania:flighttiara:3, Крылатая тиара
botania:flighttiara:4, Крылатая тиара
botania:flighttiara:5, Крылатая тиара
botania:flighttiara:6, Крылатая тиара
botania:flighttiara:7, Крылатая тиара
botania:flighttiara:8, Крылатая тиара
botania:enderdagger, item.enderDagger.name
botania:quartz:0, Дымной кварц
botania:quartz:1, Манакварц
botania:quartz:2, Пламенный кварц
botania:quartz:3, Лавандовый кварц
botania:quartz:4, Красный кварц
botania:quartz:5, Эльфийский кварц
botania:quartz:6, Солнечный кварц
botania:waterrod, item.waterRod.name
botania:elementiumhelm, item.elementiumHelm.name
botania:elementiumhelmreveal, item.elementiumHelmReveal.name
botania:elementiumchest, item.elementiumChest.name
botania:elementiumlegs, item.elementiumLegs.name
botania:elementiumboots, item.elementiumBoots.name
botania:elementiumpick, item.elementiumPick.name
botania:elementiumshovel, item.elementiumShovel.name
botania:elementiumaxe, item.elementiumAxe.name
botania:elementiumsword, item.elementiumSword.name
botania:elementiumshears, item.elementiumShears.name
botania:openbucket, item.openBucket.name
botania:spawnermover, item.spawnerMover.name
botania:pixiering, item.pixieRing.name
botania:supertravelbelt, item.superTravelBelt.name
botania:rainbowrod, item.rainbowRod.name
botania:tornadorod, item.tornadoRod.name
botania:firerod, item.fireRod.name
botania:vineball, item.vineBall.name
botania:slingshot, item.slingshot.name
